class,cap-diameter,cap-shape,cap-color,stem-width
p,7.46,f,y,11.42
p,2.85,o,g,15.16
p,3.81,f,b,6.79
p,3.68,x,n,9.46
p,3.9,o,g,0
p,0.78,b,y,2.41
e,6.3,f,k,9.72
p,8.03,o,r,15.61
p,1.67,x,n,1.86
p,15.15,x,n,26.23
p,13.5,x,e,15.17
p,3.26,s,u,7.4
e,5.32,f,g,7.2
e,7.17,x,y,12.47
p,9,b,w,14.39
p,6.98,f,e,16.97
p,3.34,s,u,7.35
e,5.27,x,y,11.75
p,6.3,x,n,15.75
e,4.87,x,w,8.13
p,4.64,x,b,6.65
p,13.14,f,n,15.34
p,1.66,f,o,5.51
e,2.94,x,n,4.35
p,2.36,b,o,3.18
e,6.37,s,n,8.35
e,13.09,f,n,17.81
p,3.34,s,g,9.37
e,10.58,s,w,19.05
p,2.92,o,g,0
p,1.45,b,n,1.48
p,3.08,x,w,2.62
p,12.34,x,r,22.52
e,1.52,x,u,3.9
e,1.97,f,n,3.59
e,3.7,s,y,15.72
p,7.49,f,n,7.67
p,16.8,s,n,35.59
p,0.94,x,w,1.4
p,2.63,x,n,2.64
p,6.12,x,r,15.39
p,4.16,x,n,9.7
e,8.7,x,n,17.93
p,7.93,x,n,8.71
p,5.65,x,n,7.11
p,7.64,x,n,15.16
p,7.19,b,w,12.5
e,2.7,b,n,2.64
e,6.09,f,n,8.03
e,5.18,s,n,7.76
p,2.9,s,w,2.54
e,11.49,f,b,21.48
p,2.94,s,n,5.79
p,2.61,f,n,5.28
e,1.62,f,g,2.72
e,6.79,f,n,11.57
p,1.77,x,o,4.85
e,7.41,x,y,16.57
p,6.26,f,y,16.72
p,3.65,f,n,3.26
p,10.82,x,y,32.41
e,1.58,c,n,1.42
e,5.96,s,w,11.27
p,1.6,x,y,2.35
p,4.97,b,k,8.42
p,1.31,x,y,2.54
p,15.67,x,o,19.52
e,5.16,x,n,6.42
p,3.78,o,w,30.56
p,2.96,f,n,6.4
p,0.75,x,p,0.98
e,11.74,x,r,26.21
p,3.79,s,u,7.06
e,11.42,f,n,14.67
p,2.72,o,k,15.7
e,8.66,f,n,11.93
e,12.6,s,w,24.31
e,3.52,x,w,6.48
p,2.86,o,g,0
e,11.35,f,g,16.57
p,15.64,x,n,34.69
p,3.87,x,e,6
e,6.02,x,n,9.77
p,2.24,s,u,5.94
p,3.4,b,n,4.75
p,7.43,b,w,12.19
e,4.8,x,w,7.55
e,0.92,f,e,0.96
p,6.73,x,w,14.52
p,6.89,x,e,10.37
e,4.74,x,n,13.43
p,7.27,x,y,13.93
e,8.01,f,o,12.9
e,3.2,s,u,5.38
e,3.32,s,g,5.31
e,11.7,x,n,24.14
p,5.95,x,y,12.98
p,4.39,s,n,4.84
e,10.57,f,w,33.37
p,6.49,x,n,12.72
p,14.05,x,n,26.78
e,2.69,b,n,2.8
e,5.77,f,y,13.79
p,4.59,x,y,7.96
e,3.75,f,g,3.01
e,2.76,x,w,5.28
p,10.02,o,e,24.15
e,12.19,x,y,22.34
p,10.06,b,w,17.45
p,10.58,p,n,34.4
e,25.43,p,n,65.93
p,4.76,o,g,0
e,2.46,f,n,6.44
p,15.19,s,n,30.19
p,6.98,c,y,13.21
p,9.51,x,n,34.61
p,4.47,f,n,4.49
p,10.62,x,y,20.56
p,1.49,x,n,2.59
e,6.99,x,w,30.65
p,14.45,s,n,26.43
e,5.55,x,n,11.66
e,3.04,x,n,10.06
p,7.56,f,e,7.16
e,3.14,x,u,4.35
e,5.38,b,g,3.58
p,7.26,f,y,10.49
e,12.15,f,n,18.67
e,10.85,x,n,18.02
p,7.25,x,n,7.51
p,2.37,f,o,4.85
e,3.11,x,p,6.47
p,6.15,p,g,11.85
p,3.42,c,y,5.28
e,2.59,s,n,3.36
e,10.35,p,w,13.31
e,5.42,x,n,5.61
e,4.34,x,y,12.31
p,6.39,s,n,5.78
e,11.9,f,y,15.6
p,4.75,x,o,6.24
e,2.85,x,b,4.17
e,1.4,x,n,2.27
p,6.66,f,p,9.73
p,4.8,b,n,12.17
p,2.94,f,y,5.8
e,6.9,x,n,23.24
p,4.6,c,w,13.33
p,13.31,x,n,17.9
p,6.15,x,e,8.44
p,1.67,f,w,3.17
p,5.53,x,g,16.61
p,2.63,f,u,3.31
e,8.99,s,y,13.96
e,7.98,x,n,19.16
e,7.58,f,u,15.42
p,1.36,x,n,2.32
e,6.76,x,y,16.22
p,1.88,p,n,2.55
p,2.45,o,k,12.15
e,9.36,s,n,18.44
e,3.13,b,n,3.35
p,3.58,f,e,3.58
p,1.12,x,n,2.34
e,4.56,x,w,6.79
e,9.22,x,g,21.13
p,10.89,s,n,16.56
p,2.97,o,k,14.11
p,5.58,o,n,0
e,4.59,x,r,6.8
p,6.14,s,e,6.75
p,0.61,x,y,0.7
p,0.93,b,n,2.49
p,3.34,b,n,3.42
p,2.95,f,r,6.53
p,5.18,b,e,6.02
p,11.29,f,o,16.69
p,2.76,o,g,11.59
p,5.28,s,n,6.25
e,4.79,x,b,9.2
e,8.24,x,n,10.43
p,3.49,o,n,0
e,3.87,x,w,3.47
e,7.81,x,g,14.25
e,10.54,p,n,16.78
e,0.86,f,e,0.91
p,0.7,f,o,1.01
p,2.18,b,o,3.09
e,9.68,f,n,19.75
p,5.74,x,r,14.47
e,3.64,x,y,9.78
p,2.84,x,n,9.56
e,3.14,x,l,6.25
p,0.65,x,o,0.95
p,0.7,b,y,2.38
p,6.06,x,r,11.23
p,2.23,f,u,3.08
p,8.32,s,n,12.2
p,3.94,o,g,0
p,3.78,x,n,4.04
p,2.53,x,w,2.49
p,5.56,x,n,13.67
p,1.83,b,n,1.87
e,7.57,x,y,14.65
e,3.74,x,w,10.07
e,15.13,s,n,26.09
e,6.79,s,y,17.16
e,6.53,x,y,12.68
p,5.09,x,e,12.62
p,1.87,b,g,2.23
e,7.91,x,g,12.44
e,8.53,p,g,13.3
e,12.41,p,w,17.26
p,3.11,o,g,15.43
e,18.47,p,n,78.6
e,8.17,x,y,16.18
p,8.29,x,n,16.5
p,4.18,b,n,4.16
p,4.69,b,k,6.36
e,4.83,x,w,9.72
e,8.61,f,l,20.04
p,6.51,x,e,10.55
e,5.52,f,o,11.35
p,5.42,x,o,10.3
p,5.9,o,w,0
p,0.76,x,n,0.91
p,3,x,o,5.8
p,5.57,b,n,5.99
p,11.34,x,o,25.9
e,3.12,b,w,2.85
p,1.62,f,k,2.5
p,7.46,s,g,12.97
e,4.91,x,b,9.92
p,5.54,b,n,12.06
p,6.83,x,n,16.22
p,4.04,x,o,5.62
e,4.43,s,u,7
p,4.81,x,o,7.74
p,6.35,x,e,10.04
e,4.59,x,w,9.44
p,10.34,o,e,24.74
e,5.39,x,n,11.26
p,3.28,o,w,27.97
e,11.88,s,w,23.92
p,9.64,o,n,25.69
e,3.58,x,e,6.42
p,3.43,b,n,4.12
e,0.97,x,e,0.93
e,42.17,o,y,32.99
p,0.94,b,n,2.48
e,7.71,o,n,22.37
p,1.91,p,n,2.32
e,5.61,x,n,9.21
p,4.5,x,l,8.01
p,0.72,x,o,0.73
p,0.89,x,n,1.11
p,9.22,s,p,14.91
e,11.95,x,n,23.05
e,11.22,f,w,14.02
p,5.57,f,g,10.3
e,4.89,f,b,7.28
e,6.02,c,n,12.3
p,2.95,x,y,3.4
e,4.12,s,n,46.28
p,2.76,f,o,5.84
p,15.63,f,n,41.05
p,7.61,f,y,12.29
p,2.98,s,o,4.77
p,0.71,x,o,0.83
p,6.29,s,n,8.69
e,6.05,x,y,14.67
p,1.26,x,y,5.44
p,8.26,f,n,9.46
e,7.09,x,n,8.72
p,8.73,f,e,15.39
e,6.35,x,n,8.86
p,6.66,c,y,11.73
p,3.87,b,u,5.47
p,10.94,f,r,15.59
e,1.04,f,e,1.04
e,9.22,f,r,22.63
p,2.35,c,y,3.13
p,6.93,s,n,11.45
e,8.18,x,y,15.85
e,8.35,x,n,10.58
p,4.51,f,y,11.74
p,13.44,f,n,27.29
e,3.13,s,n,33.31
p,18.27,f,n,40.91
e,16.48,s,k,22.01
e,8.69,s,w,23.89
p,7.33,x,n,7.52
p,12.55,f,n,24.4
e,4.08,p,w,10.99
p,6.11,x,e,9.88
p,11.99,x,y,26.59
p,7.9,s,r,12.94
p,5.43,b,o,7.19
p,8.33,x,o,22.75
e,8.75,f,w,31.44
p,1.19,f,y,4.9
p,3.3,x,w,2.52
e,3.08,x,y,8.12
p,5.31,f,y,5.29
p,1.4,o,n,1.29
p,2.08,c,u,3.38
e,4.7,x,w,8.36
e,9.28,f,g,17.43
e,6.36,x,n,12.17
p,5.7,x,g,14.44
e,2.91,b,w,2.32
e,6.3,s,n,7.07
e,5.35,x,n,11.68
e,5.53,s,n,7.33
e,3.77,s,g,5.3
p,3.36,x,w,8.24
p,3.92,x,e,6.65
e,7.46,x,w,10.67
e,5.93,x,n,5.8
p,2.93,o,g,0
e,4.64,x,y,14.87
e,8.29,f,u,13.85
e,7.64,p,n,13.93
e,3.71,f,n,7.43
p,3.33,o,g,0
e,0.98,c,e,0.97
p,3.49,x,n,3.89
p,6.8,f,e,17.59
e,7.8,f,o,13.51
p,1.48,x,n,1.49
p,7.49,s,n,8.92
p,5.98,f,n,6.48
p,5.61,x,k,8.78
p,4.56,c,y,7.77
p,1.4,x,n,2.7
p,3.11,f,e,3.49
e,6.35,f,y,15.84
e,3.6,b,w,3
p,4.76,s,y,5.85
p,1.73,x,y,2.78
e,6.18,f,y,11.94
p,4.87,x,e,13.2
e,7.97,f,o,13.14
e,5.55,o,n,63
e,5.25,f,y,10.14
p,3.29,b,y,5.95
e,7.98,f,o,11.22
p,3.96,b,l,5.9
e,2.53,x,n,10.71
p,3.74,x,n,6.8
e,11.17,f,n,17.71
p,4.4,f,y,5.27
p,8.12,o,e,23.42
e,7.63,x,e,13.85
p,13.86,f,n,39.49
e,20.05,p,n,68.46
e,4.16,x,w,7.34
e,3.06,b,n,2.94
e,5.06,s,y,13.1
e,2.97,b,n,3.11
e,5.71,b,k,8.94
e,4.62,x,y,9.52
p,8.75,x,r,12.88
p,7.25,x,w,12.34
e,5.27,s,n,44.42
p,2.98,x,e,4.59
e,5.67,f,b,10.51
p,6.41,x,n,14.18
e,7.63,f,n,12.11
e,8.25,s,n,21.6
p,3.22,f,n,3.06
p,8.95,p,n,31.03
p,13.9,f,e,17.77
p,7.53,x,n,15.99
e,10.83,f,w,17.03
p,4.5,x,e,6.33
p,4.43,s,e,7.44
e,3.98,x,o,7.09
e,6.35,f,k,11.07
e,1.68,f,g,2.56
e,10.16,s,n,24.45
p,2.74,f,n,5.44
p,7.03,p,n,10.67
e,12.74,x,n,52.43
p,10.77,s,p,16.64
p,2.65,x,n,6.62
p,1.45,b,n,2.19
p,9.22,o,e,26.4
p,2.56,x,e,2.52
e,3.31,x,n,10.12
p,5.17,s,y,6.3
e,7.4,x,g,26.74
e,5.63,f,n,6.94
e,1.21,f,e,1.12
p,4.03,f,y,4.78
e,5.58,x,n,5.6
e,3.38,x,r,6.57
p,4.07,o,n,0
p,1.36,b,n,1.48
p,4.59,f,y,4.95
p,3.48,x,n,6.4
e,8.06,x,k,13.04
p,9.34,x,n,12.82
p,7.03,x,p,9.77
e,3.4,x,w,5.68
e,4.37,x,n,4.27
p,2.59,x,e,2.58
e,8.19,f,n,20.02
p,7.74,f,p,9.9
p,9.53,x,n,26.95
p,2.11,x,k,2.74
e,3.44,x,p,6.54
p,2.94,f,r,6.73
e,10.77,x,n,17.94
e,2.78,b,n,3.3
e,4.44,f,n,8.85
e,11.45,s,w,20.62
p,7.85,x,u,21.59
p,7.22,p,n,15.3
e,4.09,x,n,6.45
e,5.01,f,g,7.94
e,6.71,x,w,7.81
p,1.66,c,n,2.83
p,2.45,x,e,2.19
p,3.9,f,u,6.64
e,21.68,p,n,36.28
e,4.9,x,l,7.69
p,4.05,x,o,6.9
p,8.78,x,n,28.22
e,4.23,x,n,11.3
p,7.68,x,n,7.73
e,19.36,x,n,66.26
e,18.95,p,o,32.55
p,6.44,x,e,7.99
p,6.4,s,e,8.33
p,8.65,f,e,10.01
e,9.17,s,n,21.94
p,3.73,b,n,4.47
p,4.61,o,n,0
p,2.64,x,k,3
e,52.31,o,y,41.11
p,4.33,f,y,5.03
p,1.29,s,y,5.95
p,1.34,o,n,1.52
p,6.92,s,r,12.94
p,4.36,x,o,6.05
e,9.38,o,n,22.41
e,6.53,x,n,9.04
e,3,x,e,6.36
e,13.28,f,w,16.1
e,7.79,f,n,13.07
e,3.32,x,u,4.83
p,3.79,b,n,4.53
p,12.51,f,g,15.42
e,1.22,c,n,1.34
p,2.52,s,w,7.88
e,4.83,x,n,10.26
e,3.25,x,b,4.41
p,2.47,x,n,3.92
e,3.87,x,u,5.14
e,16.27,x,n,17.75
e,6.18,x,n,10.38
p,8,f,r,17.22
p,7.43,x,w,14.65
p,6.47,b,n,6.84
e,6.29,x,w,13.37
p,2.02,x,k,2.4
p,16.19,f,k,27.21
e,10.26,x,n,13.47
e,15.01,x,n,17.88
p,8.54,s,r,11.59
e,8.43,x,n,18.69
p,4.53,o,g,0
e,10.71,x,y,22.37
p,0.66,f,o,1.05
p,4.8,x,e,9.11
p,2.74,o,g,15.37
p,5.18,b,n,6.34
p,3.5,o,g,17.35
e,6.25,x,n,13.24
e,10.1,f,n,15.1
p,1.56,b,n,1.34
e,6.45,o,n,45.01
e,11.12,s,w,24.22
e,6.53,x,y,12.6
p,7.3,x,g,20.69
p,3.11,x,e,5.21
p,3.15,x,l,6.83
p,0.68,x,y,0.79
p,12.29,x,e,15.65
p,8.98,o,r,14.51
p,5.45,s,y,6.21
e,7.58,x,n,10.92
e,10.24,x,y,22.63
e,8.21,s,n,21.93
p,1.82,x,n,2.52
p,5.76,x,y,7.25
p,7.63,f,e,17.2
p,0.94,x,w,1.46
e,6.24,x,y,13.21
e,7.15,f,w,11.92
e,1.39,c,n,1.28
p,3.78,o,w,28.29
e,4.76,x,o,13.01
e,18.28,p,o,35.17
p,2.44,s,n,5.27
p,10.44,x,n,29.55
e,5.7,s,y,14.6
p,3.45,f,w,2.84
p,8.15,x,n,10.06
p,8.27,b,w,13.61
e,52.72,o,y,35.85
p,4.73,x,o,6.31
e,3.54,x,n,10.91
p,6.63,s,o,7.9
e,9.65,s,o,17.07
p,2.14,c,n,2.5
p,4.7,x,w,11.74
e,2.98,s,y,6.7
e,5.65,f,n,7.45
p,7.05,b,w,11.28
p,4.04,f,n,3.59
e,7.51,x,y,12.21
e,8.44,f,w,12.34
e,9.01,x,y,23.18
p,7.95,s,e,8.83
e,4.13,x,n,7.52
e,2.71,s,n,3.22
e,9.4,x,n,17.07
p,8.47,x,g,18.62
e,15.62,x,n,17.96
p,9.68,x,u,18.24
p,3.99,b,y,6.87
p,6.56,f,r,10.89
e,9.74,f,y,19.28
e,9.46,s,p,17.84
p,12.83,f,g,14.75
p,19.94,f,w,38.37
p,12.88,x,n,29.53
p,8.81,s,r,13.12
e,5.13,x,y,16.09
e,18.47,p,n,18.41
e,14.58,f,g,18.54
p,11.7,o,n,25.97
p,5.07,c,y,7.38
p,2.35,o,g,0
p,4.5,x,n,5.57
e,10.09,s,o,16.33
p,6.36,c,y,13.82
p,2.78,f,y,6.15
e,9.05,f,w,29.33
e,21.04,x,n,81.61
p,5.56,f,y,14.41
p,3.02,b,r,5.89
p,2.59,s,w,2.42
e,5.67,f,n,12.84
p,6.44,f,p,8.97
p,8.15,f,r,12.19
p,2.64,f,w,3.27
e,8.57,x,n,17.87
e,52.41,o,y,25.02
e,19.53,x,w,21.73
e,4.11,x,r,8.44
e,3.2,x,u,4.9
p,10.25,x,g,22
e,8.54,x,n,13.81
p,6.96,f,n,7.29
e,1.65,f,n,2.45
e,9.89,s,u,19.1
p,4.4,o,w,31.14
p,6.91,o,e,23.81
p,9.07,x,n,15.25
e,5.99,f,g,11.6
p,8.42,x,n,7.51
e,9.13,p,n,16.66
p,7.66,x,r,12.27
p,5.69,x,n,10.12
e,4.87,x,l,8.31
e,4.04,x,n,9.77
p,6.98,x,r,13.52
e,10.27,x,e,23.13
p,1.73,b,n,1.48
p,3.07,f,w,3.19
p,5.85,x,e,9.37
e,7,x,w,8.85
p,7.32,s,e,9.01
e,9.8,x,n,21.43
p,0.78,x,o,1.14
p,4.68,b,n,4.74
e,4.1,x,w,10.21
p,2.63,x,n,2.47
e,4.57,x,n,14.05
p,3.39,b,p,6.62
p,3.62,b,n,4.49
p,6.59,o,n,14.88
e,3.62,x,o,7.4
p,9.28,x,w,12.75
e,10.75,p,n,17.88
e,10.52,s,w,24.38
e,5.45,c,g,20.51
p,4.31,x,b,7.36
e,7.37,x,y,14.39
p,8.14,x,n,17.42
p,9.53,x,n,24.41
p,2.94,f,u,5.05
e,7.58,f,n,14.82
e,6.2,x,w,12.67
e,6.3,f,w,11.68
p,1.97,b,n,2.18
p,6.04,x,e,7.46
p,3.51,b,p,3.65
p,8.37,f,r,13.72
e,11.47,f,n,26.13
p,5.39,x,n,9.27
e,11.23,s,y,19.84
e,5.97,x,w,12.76
p,10.79,p,n,33.97
p,1.52,b,o,2.47
p,7.54,x,n,7.55
e,2.38,f,n,3.14
e,10.53,x,n,9.93
e,8.58,s,n,21.58
p,4.41,f,n,4.76
p,4.41,o,w,31.08
e,3.91,f,n,6.84
e,8.89,x,k,17.97
e,10.28,x,n,21.91
p,4.37,x,n,5.94
p,4.27,o,r,0
p,3.52,f,b,6.53
e,13.25,p,w,17.92
e,2.59,x,b,4.32
p,4.94,x,e,10.23
p,1.5,x,y,2.81
p,2.06,b,y,2.47
p,1.23,f,y,5.42
e,6.88,f,w,29.2
e,7.78,f,n,11.4
e,2.47,b,n,3.03
e,3.92,x,n,6.48
e,1.45,x,n,1.95
p,11.65,f,g,14.43
e,4.33,x,n,3.68
p,3.13,b,p,6.81
e,9.68,f,w,11.88
p,5.88,x,e,9.97
e,6.76,f,n,10.91
p,3.22,f,n,3.44
e,5.73,x,g,7.05
p,5.63,f,n,7.04
e,6.94,x,e,14.94
e,9.4,x,u,23.67
e,17.96,f,w,22.13
p,14.63,x,n,25.11
p,2.34,x,e,2.23
p,3.44,b,n,4.37
p,3.44,f,n,3.67
e,3.1,b,n,3.49
e,6.39,s,n,7.97
p,7.63,b,w,12.24
p,5.03,s,y,6.5
p,4.14,o,o,14.62
p,6.47,f,g,9.85
e,4.17,x,n,8
e,0.73,x,n,1
p,3.6,o,r,0
p,4.93,b,k,6.53
p,6.63,s,n,14.47
p,7.16,s,r,13.45
e,8.55,x,n,9.44
e,27.83,p,n,85.76
p,2.25,b,g,2.02
p,7.71,x,n,16.78
p,4.27,x,e,12.24
p,7.64,f,p,8.5
e,2.52,x,n,6.7
p,3.57,f,w,3.29
p,8.65,x,n,17.32
p,2.04,f,l,2.86
p,1.97,f,n,2.74
e,1.55,x,n,2.41
e,3.42,x,w,6.95
p,1.46,b,n,1.54
p,16.51,x,o,18.29
p,1.27,s,y,6.37
e,4.45,o,n,41.16
e,2.33,s,n,3.13
e,7.55,x,n,12.08
p,1.09,b,n,2.45
e,4.42,x,r,7.76
p,1.03,x,w,1.35
p,7.41,f,p,9.59
e,6.91,x,y,13.99
e,14.63,x,n,16.79
e,3.56,b,n,2.39
p,6.46,x,y,7.2
p,2.95,o,g,0
p,3.11,f,w,4.11
p,8.95,x,y,10.48
p,4.15,c,w,11.15
p,5.21,f,g,9.74
e,9.29,f,n,14.21
e,5.09,f,y,10.51
e,1.42,c,n,1.66
e,5.47,x,k,15.28
e,5.62,f,o,11.7
e,10.86,x,l,19.63
p,1.49,x,n,1.44
e,10.64,f,l,20.9
e,3.92,x,n,9.11
e,7.12,f,n,12.6
e,1.21,b,g,1.73
e,19.38,p,n,72.64
p,2.49,f,o,5.66
p,12.14,x,y,25.63
p,6.34,b,g,11.34
e,7.95,x,y,15.18
p,7.88,f,r,12.88
p,12.02,x,n,13.2
e,1.6,f,g,2.92
p,7.32,x,e,8.29
p,2.33,b,n,2.38
p,7.92,o,n,25.8
e,1.09,b,g,1.5
p,11.33,x,r,14.11
e,6.99,s,y,15.68
e,6.56,x,o,11.78
p,3.58,b,n,4.33
e,3.88,o,n,16.73
e,1.42,c,n,1.46
p,3.88,o,w,33.66
p,3.5,x,n,9.57
p,6,c,w,12.21
p,6.25,s,y,6.13
p,8.07,b,w,11.59
e,8.23,f,n,10.99
e,6.47,x,n,11.91
p,5.99,x,n,10.21
e,22.63,x,e,37.69
p,0.86,b,n,2.48
e,7.98,x,n,12.4
e,3.95,x,y,8.98
p,2.88,f,g,6.58
e,8.67,o,n,22.42
e,7.73,f,b,14.12
p,4.49,x,k,6.77
e,8.06,x,w,9.6
e,5.48,x,y,11.92
e,3.94,s,n,6.63
e,7.03,x,n,15.35
p,7.1,b,w,12.86
e,7.31,s,y,22.49
p,6.47,x,n,12.24
p,6.85,x,n,12.55
p,0.71,x,o,0.66
p,8.91,s,p,15.26
p,2.89,o,k,15.52
p,3.52,o,w,0
p,1.67,b,n,2.03
p,2.22,p,n,2.56
p,4.13,f,p,6
e,6.23,s,w,8.7
p,4.85,c,y,8.91
e,5.11,x,n,9.07
e,5.78,x,n,11.49
e,3.49,x,w,3.46
e,7.54,x,y,12.03
p,1.6,b,w,3.08
e,14.75,x,g,22.14
e,2.39,x,b,4.5
e,7.18,s,w,8.72
p,8.18,s,p,16.3
p,12.95,x,y,17.58
p,3.62,b,n,5.34
p,2.83,x,e,5.81
p,14.33,x,n,29.69
e,5.9,c,n,21.73
p,8.55,x,p,9.79
p,6.53,x,p,9.14
p,1.56,x,n,2.59
e,1.69,c,n,1.56
e,6.38,x,n,6.26
e,18.07,f,w,22.96
p,7.78,o,o,16.62
p,3.27,f,w,3.26
p,8.27,f,w,11.27
e,7.43,x,n,24.6
p,9.91,b,w,18.3
p,5.88,b,n,12.87
p,3.25,o,w,0
e,3.23,x,n,9.75
p,7.63,f,e,20.46
e,4.43,f,n,7.17
p,3.41,x,r,6.22
e,12.37,x,e,14.92
p,5.53,s,o,6.51
e,21.24,p,n,34.56
p,2.96,s,u,5.81
p,6.33,s,n,16.13
p,1.32,x,n,2.59
e,8.59,x,n,9.9
e,4.06,f,n,7.7
e,15.59,p,w,19.26
e,4.27,x,o,11.81
p,6.88,p,g,13.61
p,1.18,f,y,4.94
e,1.93,x,y,2.57
p,8.72,x,n,25.74
p,5.91,b,k,7.89
e,6.02,c,n,12.41
p,1.15,s,y,5.28
p,6.29,c,y,7.64
e,5.33,x,b,9.46
p,3.23,x,n,8.07
p,10.84,x,n,25.71
p,15.02,f,w,25.03
p,14.1,f,o,16.76
e,9.44,x,n,17.51
p,1.44,b,n,2.39
p,8.08,s,g,13.05
p,5.11,o,w,36.42
p,3.73,x,n,8.71
p,8.81,x,n,12.6
p,9.66,x,n,15.89
p,4.25,x,n,10.19
e,1.02,b,g,1.58
p,2.71,o,g,0
e,6.75,x,n,14
p,4.99,s,e,5.72
e,6.03,s,n,8.58
e,7.3,x,e,22.25
p,8.15,x,y,11.09
p,16.72,x,n,30.69
e,18.67,x,n,63.43
p,8.32,x,e,17.58
e,8.14,x,n,13
p,10.5,o,n,13.92
e,7.18,s,n,8.57
p,6.4,s,y,6.38
p,0.78,x,p,0.97
p,8.87,x,n,11.5
p,2.7,s,u,4.21
e,7.34,x,n,12.96
e,11.84,f,b,19.94
e,5.75,p,w,12.07
p,7.76,x,n,13.72
e,14.25,x,n,65.7
e,13.39,x,k,21.63
p,5.13,x,n,7.76
e,5.17,f,y,4.08
e,18.4,x,n,36.57
p,6.49,s,e,5.77
p,5.67,x,n,23.34
e,5.82,s,n,49.77
p,3.58,o,w,28
p,2.87,x,e,4.96
e,12.41,s,w,25.05
p,6,x,w,11.92
e,10.72,f,g,20.24
e,15.66,f,g,25.83
p,1.13,x,w,1.45
e,6.75,x,n,23.56
e,5.46,f,o,13.09
p,11.36,x,y,25.25
p,2.07,x,o,5.28
p,5.51,f,y,13.67
p,2.95,x,y,5.96
p,8.54,b,w,17.3
p,4.53,o,w,0
p,3.62,o,y,0
p,3.87,f,p,6.5
p,3.71,b,e,3.4
p,5.27,c,y,7.7
p,9.53,x,n,25.44
e,8.39,x,y,13.86
p,9.4,f,y,18.93
p,2.6,f,u,3.62
p,10.05,s,y,13.46
e,21.96,p,n,19.81
e,7.37,x,k,12.94
p,4.29,f,e,3.85
e,5.89,s,n,69.91
p,2.98,s,o,5.23
e,10.45,s,w,23.7
e,8.65,f,l,15.3
e,5.75,x,w,11.98
e,8.25,x,g,25.81
e,6.35,x,k,14.49
p,9.41,s,p,15
p,1.21,s,y,5.45
p,4.5,f,n,5.14
e,6.99,x,y,9.7
p,0.72,x,e,0.95
e,4.12,x,n,7.28
e,13.41,x,w,18.15
p,7.74,x,g,16.84
p,2.68,b,k,2.32
p,5.83,b,w,11.99
p,5.49,x,e,8.15
p,18.29,x,k,35.46
e,1.1,b,w,1.64
e,9.4,x,n,18.35
p,5.56,x,o,7.4
e,9.76,f,b,20.85
e,6.96,s,w,8.12
e,1.55,c,n,1.19
e,7.66,x,n,25.93
p,3.81,f,y,4.84
e,12.44,s,w,23.39
p,7.83,f,w,11.2
p,5.83,s,y,6.48
e,4.2,x,o,4.38
p,3.2,f,w,3.78
p,12.79,x,n,30.93
p,1.25,x,n,2.25
p,6.41,x,e,8.67
e,3.28,s,n,7.34
p,6.09,x,n,7.23
p,1.74,x,n,3.03
p,2.74,x,w,7.18
p,1.42,b,g,1.98
e,4.9,f,g,7.43
e,5,x,n,9.21
e,4.88,f,k,9.03
e,4.28,x,w,7.84
e,6.75,f,n,13.57
e,9.91,x,n,17.42
e,5.81,x,n,10.27
p,4.5,f,y,7.25
p,17.73,f,e,18.16
p,6.15,p,n,12.8
p,3.97,o,o,0
p,2.57,f,o,5.09
p,2.18,b,g,1.98
e,2.69,f,n,3.08
p,7.19,b,n,12.94
e,5.73,x,w,13.51
e,5.65,x,n,5.46
p,5.63,s,y,6.49
p,3.44,o,k,15.68
p,2.76,b,n,4.48
e,8.57,x,l,10.83
p,1.28,s,y,5.51
e,3.17,f,n,3.56
p,1.25,b,n,2.62
p,11.34,x,n,30.08
p,1.63,c,u,3.29
e,11.12,f,n,20.52
e,3.44,x,y,8.56
p,11.94,f,n,22.66
p,10.55,f,n,12.1
p,2.34,p,n,2.46
e,3.57,x,n,9.69
e,5.51,x,y,12.61
p,7.85,b,w,12.79
p,4.27,x,e,6.71
e,3.94,f,p,5.36
e,2.35,x,u,4.6
e,9.99,s,o,17.5
p,3.19,f,g,6.37
p,3.72,s,u,6.39
e,2.77,s,u,5.52
e,9.46,s,w,24.38
p,8.7,x,g,18.43
e,5.72,x,n,13.28
e,5.52,x,n,11.96
e,5.3,c,g,18.56
p,6.96,o,n,22.26
e,7.39,f,o,13.5
p,4.81,b,n,11.01
p,9.03,s,n,15.12
p,3.96,f,b,3.03
e,3.98,s,g,5.73
p,10.66,f,n,16.61
e,8.74,x,y,15.72
p,5.38,f,n,5.62
e,21.56,f,w,21
e,4.66,x,w,7.4
p,6.31,x,e,9.93
e,18.49,x,e,34.58
e,4.02,x,r,7.68
e,7.41,f,n,13.49
p,7.43,o,r,15.62
e,1,c,e,0.94
p,2.96,s,n,5.5
p,3.57,x,n,3.46
e,6.43,c,n,12.62
p,10.51,x,g,12.25
e,9.06,o,n,24.14
p,2.82,o,w,27.59
p,7.24,f,n,6.53
e,9.24,p,g,16.36
e,3.76,s,n,40.35
e,1.58,c,n,1.47
e,4.18,x,e,6.78
p,13.55,f,g,15.08
e,10.48,f,w,14.02
e,2.95,f,w,4.88
e,1.19,c,n,0.9
e,3.59,x,w,11.5
p,11.18,x,n,13.53
p,11.73,f,n,23.79
e,45.32,o,y,29.87
p,1.63,f,n,2.85
